ILTCourseCode,ClassCode,ClassStartDate,ClassEndDate,TimeZone,ClassName,Instructor,Provider,Minimum,Maximum,EstimatedCredits,Contact,Waitlist,Location
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0074,06/23/2022 19:00:00.000,06/23/2022 20:15:00.000,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0075,06/23/2022 20:15:00.000,06/23/2022 21:30:00.000,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0076,06/07/2022 23:00:00,07/07/2022 00:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0077,10/08/2022 11:00:00,10/08/2022 12:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0078,10/08/2022 12:30:00,10/08/2022 13:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0079,10/08/2022 14:00:00,10/08/2022 15:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0080,10/08/2022 15:30:00,10/08/2022 16:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0081,10/08/2022 17:30:00,10/08/2022 18:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0082,10/08/2022 19:00:00,10/08/2022 20:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0083,10/08/2022 20:30:00,10/08/2022 21:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0084,05/10/2022 11:00:00,05/10/2022 12:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0085,05/10/2022 12:30:00,05/10/2022 13:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0086,05/10/2022 14:00:00,05/10/2022 15:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0087,05/10/2022 15:30:00,05/10/2022 16:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0088,05/10/2022 17:30:00,05/10/2022 18:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0089,05/10/2022 19:00:00,05/10/2022 20:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0090,05/10/2022 20:30:00,05/10/2022 21:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0091,06/10/2022 11:00:00,06/10/2022 12:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0092,06/10/2022 12:30:00,06/10/2022 13:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0093,06/10/2022 14:00:00,06/10/2022 15:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0094,06/10/2022 15:30:00,06/10/2022 16:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0095,06/10/2022 17:30:00,06/10/2022 18:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0096,06/10/2022 19:00:00,06/10/2022 20:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0097,06/10/2022 20:30:00,06/10/2022 21:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0098,10/11/2022 12:00:00,10/11/2022 13:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0099,10/11/2022 13:30:00,10/11/2022 14:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0100,10/11/2022 15:00:00,10/11/2022 16:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0101,10/11/2022 16:30:00,10/11/2022 17:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0102,10/11/2022 18:30:00,10/11/2022 19:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0103,10/11/2022 20:00:00,10/11/2022 21:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0104,10/11/2022 21:30:00,10/11/2022 22:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0105,02/21/2023 12:00:00.000,02/21/2023 13:15:00.000,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0106,02/21/2023 13:30:00.000,02/21/2023 14:45:00.000,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0107,02/21/2023 15:00:00.000,02/21/2023 16:15:00.000,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0108,02/21/2023 16:30:00.000,02/21/2023 17:45:00.000,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0109,02/21/2023 18:30:00.000,02/21/2023 19:45:00.000,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0110,02/21/2023 20:00:00.000,02/21/2023 21:15:00.000,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0111,02/21/2023 21:30:00.000,02/21/2023 22:45:00.000,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0112,09/03/2023 12:00:00,09/03/2023 13:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,0,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0113,09/03/2023 13:30:00,09/03/2023 14:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,0,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0114,09/03/2023 21:30:00,09/03/2023 22:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,0,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0115,04/04/2023 11:00:00,04/04/2023 12:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0116,04/04/2023 12:30:00,04/04/2023 13:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0117,04/04/2023 19:00:00,04/04/2023 20:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0118,04/04/2023 20:30:00,04/04/2023 21:45:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0119,04/04/2023 14:00:00,04/04/2023 15:15:00,America/Chicago,Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0121,03/04/2023 13:00:00,03/04/2023 14:15:00,America/Chicago,AGGNAI Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0122,07/25/2023 11:00:00.000,07/25/2023 12:15:00.000,America/Chicago,Offering of LIVE Fire Extinguisher Training (Safety Department will Schedule Date & Time),,ILT Content,,,,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MS-0001,03/31/2023 13:00:00.000,03/31/2023 14:15:00.000,America/Chicago,AGGMS Offering of LIVE Fire Extinguisher Training,,ILT Content,3,10,4500,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0002,11/12/2018 13:00:00,11/12/2018 17:00:00,America/Chicago,Offering of Propane Fill Certification,,ILT Content,10,25,10800,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0003,12/13/2018 13:00:00.000,12/13/2018 17:00:00.000,America/Chicago,Offering of Propane Fill Certification,,ILT Content,10,25,10800,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0004,01/16/2019 20:00:00.000,01/17/2019 00:00:00.000,America/Chicago,Offering of Propane Fill Certification,,ILT Content,10,25,10800,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0005,01/17/2019 20:00:00.000,01/18/2019 00:00:00.000,America/Chicago,Offering of Propane Fill Certification,,ILT Content,10,25,10800,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0006,12/02/2019 11:00:00,12/02/2019 15:00:00,America/Chicago,Offering of Propane Fill Certification,,ILT Content,10,25,10800,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0007,06/03/2019 13:00:00,06/03/2019 17:00:00,America/Chicago,Offering of Propane Fill Certification,,ILT Content,10,25,10800,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0008,02/07/2019 12:00:00,02/07/2019 16:00:00,America/Chicago,Offering of Propane Fill Certification,,ILT Content,6,25,14400,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0009,09/13/2019 12:00:00.000,09/13/2019 16:00:00.000,America/Chicago,Offering of Propane Fill Certification,,ILT Content,6,25,14400,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0010,10/12/2019 20:00:00,11/12/2019 00:00:00,America/Chicago,Offering of Propane Fill Certification,,ILT Content,6,25,14400,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0011,03/26/2020 12:00:00.000,03/26/2020 16:00:00.000,America/Chicago,Offering of Propane Fill Certification (CANCELLED),,ILT Content,6,25,14400,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0012,11/11/2020 13:00:00,11/11/2020 17:00:00,America/Chicago,Offering of Propane Fill Certification,,ILT Content,5,12,14400,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0013,09/02/2022 12:00:00,09/02/2022 16:00:00,America/Chicago,Offering of Propane Fill Certification (Canceled),,ILT Content,,12,14400,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_Propane Fill Certification,Compliance_Propane Fill Certification-0014,02/23/2022 12:00:00.000,02/23/2022 16:00:00.000,America/Chicago,Offering of Propane Fill Certification,,ILT Content,,12,,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_AGG Legal Compliance Training (ILT),Compliance_AGG Legal Compliance Training (ILT)-0001,04/29/2024 18:00:00.000,04/29/2024 19:00:00.000,America/Chicago,Offering of AGG Legal Compliance Training (ILT),angelaadmin,ILT Content,,,,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_AGG Legal Compliance Training (ILT),Compliance_AGG Legal Compliance Training (ILT)-0001,04/29/2024 18:00:00.000,04/29/2024 19:00:00.000,America/Chicago,Offering of AGG Legal Compliance Training (ILT),jenadmin,ILT Content,,,,AGG.University@dummydata.com,1,Bldg_1_Room_102
Compliance_AGG Legal Compliance Training (ILT),Compliance_AGG Legal Compliance Training (ILT)-0001,04/29/2024 18:00:00.000,04/29/2024 19:00:00.000,America/Chicago,Offering of AGG Legal Compliance Training (ILT),tyleradmin,ILT Content,,,,AGG.University@dummydata.com,1,Bldg_1_Room_102
"Computer & Software_Access 2010, Part 1","Computer & Software_Access 2010, Part 1 Class",01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Microsoft Access 2010 Part 1 Class,,ILT Content,,,,,1,Bldg_1_Room_102
"Computer & Software_Access 2010, Part 2","Computer & Software_Access 2010, Part 2 Class",01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Microsoft Access 2010 Part 2 Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer & Software_aPriori (vendor),Computer & Software_aPriori (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,aPriori Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer & Software_Excel (Chart & Graphs) (vendor),Computer & Software_Excel (Chart & Graphs) (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Excel - Charts & Graphs Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer & Software_Excel Basics (vendor),Computer & Software_Excel Basics (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Microsoft Excel Basics Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer & Software_Excel Formatting (vendor),Computer & Software_Excel Formatting (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Microsoft Excel Formatting Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer & Software_Excel Formulas (vendor),Computer & Software_Excel Formulas (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Microsoft Excel Formulas Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer & Software_Excel Graphing (vendor),Computer & Software_Excel Graphing (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Microsoft Excel Graphing Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer & Software_JDE,Computer & Software_JDE Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,JDE Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer & Software_Microsoft Outlook,Computer & Software_Microsoft Outlook Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Microsoft Outlook Class,,ILT Content,,,,,1,Bldg_1_Room_102
"Computer & Software_Project 2010, Level 1 (vendor)","Computer & Software_Project 2010, Level 1 (vendor) Class",01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Microsoft Project 2010 Level 1 Class,,ILT Content,,,,,1,Bldg_1_Room_102
"Computer & Software_Project 2010, Level 2 (vendor)","Computer & Software_Project 2010, Level 2 (vendor) Class",01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Microsoft Project 2010 Level 2 Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer & Software_Shop Floor Data Entry,Computer & Software_Shop Floor Data Entry Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Shop Floor Data Entry Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer Skills_Excel Basic,Computer_Excel Basic-0001,11/26/2018 13:30:00.000,11/30/2018 15:30:00.000,America/Chicago,Offering of Excel Basic 10-Hour Certification,,ILT Content,6,15,36000,AGG.University@dummydata.com,1,Bldg_1_Room_102
Computer Skills_Excel Basic,Computer_Excel Basic-0001,11/26/2018 13:30:00.000,01/14/2019 22:00:00.000,America/Chicago,TEST Offering of Excel Basic 10-Hour Certification,,ILT Content,,15,36000,AGG.University@dummydata.com,1,Bldg_1_Room_102
Computer Skills_Excel Basic,Computer_Excel Basic-0010,03/18/2019 00:30:00.000,03/22/2019 02:30:00.000,America/Chicago,Offering of Excel Basic 10-Hour Certification,,ILT Content,6,15,36000,AGG.University@dummydata.com,1,Bldg_1_Room_102
Computer Skills_Excel Basic,Computer_Excel Basic-0011,04/02/2019 20:00:00,08/02/2019 22:00:00,America/Chicago,Offering of Excel Basic 10-Hour Certification,,ILT Content,6,15,36000,AGG.University@dummydata.com,1,Bldg_1_Room_102
Computer Skills_Excel Intermediate,Computer & Software_Excel Intermediate-0001,03/25/2019 12:30:00.000,03/29/2019 14:30:00.000,America/Chicago,Offering of Excel Intermediate 10-Hour Certification,,ILT Content,6,15,36000,AGG.University@toyoda.gosei.com,1,Bldg_1_Room_102
Computer Skills_Excel Intermediate,Computer & Software_Excel Intermediate-0002,01/04/2019 00:30:00,05/04/2019 02:30:00,America/Chicago,Offering of Excel Intermediate 10-Hour Certification,,ILT Content,6,15,36000,AGG.University@toyoda.gosei.com,1,Bldg_1_Room_102
Computer Skills_Excel Intermediate,Computer & Software_Excel Intermediate-0003,11/02/2019 20:00:00,02/15/2019 22:00:00.000,America/Chicago,Offering of Excel Intermediate 10-Hour Certification,,ILT Content,6,15,36000,AGG.University@toyoda.gosei.com,1,Bldg_1_Room_102
Computer Skills_Excel Intermediate,Computer & Software_Excel Intermediate-0004,04/29/2019 12:30:00.000,03/05/2019 14:30:00,America/Chicago,Offering of Excel Intermediate 10-Hour Certification,,ILT Content,6,10,36000,AGG.University@toyoda.gosei.com,1,Bldg_1_Room_102
Computer_ Filehold Leadership Core (AGGU),Computer_ Filehold Leadership Core (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,FileHold - Level II Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer_ADP (eTime dept tracking),Computer_ADP (eTime dept tracking) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,ADP (eTime dept tracking) Class,,ILT Content,,,,,1,Bldg_1_Room_102
Computer_FileHold,Computer_FileHold Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,FileHold Class,,ILT Content,,,,,1,Bldg_1_Room_102
Construction Technology (vendor),Construction Technology (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,1000 Hours Training Construction Technology Class,,ILT Content,,,,,1,Bldg_1_Room_102
Core_Ashram (AGGU),Core_Ashram (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Ashram Training Class,,ILT Content,,,,,1,Bldg_1_Room_102
Dimensional Repeatability (vendor),Dimensional Repeatability (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Dimensional Repeatability Class,,ILT Content,,,,,1,Bldg_1_Room_102
EE1600 (College Transcript),EE1600 (College Transcript) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Practical Electronics II Class,,ILT Content,,,,,1,Bldg_1_Room_102
EEE 1500 (College Transcript),EEE 1500 (College Transcript) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Basic Electronics Class,,ILT Content,,,,,1,Bldg_1_Room_102
EEE 1550 (College Transcript),EEE 1550 (College Transcript) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Electrical Systems Class,,ILT Content,,,,,1,Bldg_1_Room_102
EEE 1580 (College Transcript),EEE 1580 (College Transcript) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Practical Electronics I Class,,ILT Content,,,,,1,Bldg_1_Room_102
EEE 2000 (College Transcript),EEE 2000 (College Transcript) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Solid State Electronics Class,,ILT Content,,,,,1,Bldg_1_Room_102
EEE1710 (College Transcripts),EEE1710 (College Transcripts) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,National Electrical Code Class,,ILT Content,,,,,1,Bldg_1_Room_102
EMT (vendor),EMT (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Emergency Medical Technician Class,,ILT Content,,,,,1,Bldg_1_Room_102
Essentials & Coaching (MAC),Essentials & Coaching (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,"Essentials of Leadership, Coaching for Success, Coaching for Improvement, Managing Performance Problems, and Resolving Conflict Class",,ILT Content,,,,,1,Bldg_1_Room_102
Fanuc (vendor),Fanuc (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,SpotTool Operation and Programming with Servo Gun Class,,ILT Content,,,,,1,Bldg_1_Room_102
GNST-100-B70DL (College Transcript),GNST-100-B70DL (College Transcript) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Foundations Student Class,,ILT Content,,,,,1,Bldg_1_Room_102
guest_computer skills_basic,guest_computer skills_basic-0001,05/06/2020 13:35:00,05/06/2020 15:35:00,America/Chicago,Offering of Excel Basic 10 Hour Certification (GUEST),,ILT Content,,10,7200,,1,Bldg_1_Room_102
Haz Waste Personnel (vendor),Haz Waste Personnel (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Hazardous Waste Personnel and Emergency Response Training Class,,ILT Content,,,,,1,Bldg_1_Room_102
HAZMAT 40 (vendor),HAZMAT 40 (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,HAZMAT 40 (1st Environmental Information Systems) Class,,ILT Content,,,,,1,Bldg_1_Room_102
