EmployeeID,ActivityCode,Training Status,RegistrationDate,CompletionDate,DueDate,Score,Success,Notes
10505,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
10509,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
10650,Core_ Core Operator Training (AGGU) Class,Attended,10/16/2015 08:00:00.000,10/16/2015 00:00:00.000,,,,
10883,Computer & Software_JDE Class,Attended,09/19/2017 08:00:00.000,09/19/2017 00:00:00.000,,,,
10883,Computer & Software_Microsoft Outlook Class,Attended,09/15/2017 08:00:00.000,09/15/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
10883,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:11:16.000,11/01/2018 14:30:00,,,,
10883,Computer_FileHold Class,Attended,09/25/2017 08:00:00.000,09/25/2017 00:00:00.000,,,,
10883,Safety_Token Yochi Class,Attended,09/13/2017 08:00:00.000,09/13/2017 00:00:00.000,,,,
11295,Computer_FileHold Class,Attended,03/31/2017 08:00:00.000,03/31/2017 00:00:00.000,,,,
11295,Leadership_Emotional Intelligence Training-0001,Attended,10/10/2019 16:45:21,10/24/2019 14:55:00.000,,,,
11653,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
11696,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:11:16.000,11/01/2018 14:30:00,,,,
11696,Leadership_Emotional Intelligence Training-0002,Attended,12/09/2019 22:00:42,10/24/2019 14:55:00.000,,,,
12056,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:57:33.000,12/01/2018 21:00:00,,,,
12443,Core_ Core Operator Training (AGGU) Class,Attended,09/22/2015 08:00:00.000,09/22/2015 00:00:00.000,,,,
12443,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:04:25.000,03/15/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
12443,Technical_Fanuc Level II (Ranken) Class,Attended,12/13/2018 20:10:57.000,03/22/2018 22:00:00.000,,,,
12683,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:11:16.000,11/01/2018 14:30:00,,,,
12683,Leadership_Emotional Intelligence Training-0001,Attended,09/13/2019 12:37:18.000,10/24/2019 14:55:00.000,,,,
15004,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
18821,Safety_Token Yochi Class,Attended,02/23/2017 08:00:00.000,02/23/2017 00:00:00.000,,,,
18821,Technical_Fanuc Level I (Ranken) Class,Attended,10/22/2018 13:50:19.000,10/18/2018 14:50:00.000,,,,This is done by admin due to some Technical Issues or Glitches
18821,Technical_Fanuc Level II (Ranken) Class,Attended,11/19/2018 15:00:53.000,11/16/2018 15:10:00.000,,,,
41308,Technical_Fanuc Level I (Ranken)-0002,Registered,07/26/2021 19:48:27.000,,,,,
42122,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:57:33.000,12/01/2018 21:00:00,,,,
42122,Safety_Token Yochi Class,Attended,07/06/2019 20:40:37,07/06/2019 20:40:00,,,,
42122,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:24:38.000,10/05/2018 22:00:00,,,,This is done by admin due to some Technical Issues or Glitches
42726,Computer_FileHold Class,Attended,11/29/2016 08:00:00.000,11/29/2016 00:00:00.000,,,,
43211,Computer Skills_Excel Intermediate Class,Attended,10/07/2017 08:00:00,07/14/2017 00:00:00.000,,,,
43211,Technical_Fanuc Level II (Ranken) Class,Attended,12/13/2018 20:10:57.000,03/22/2018 22:00:00.000,,,,
43883,Core_ Core Operator Training (AGGU) Class,Attended,11/17/2014 08:00:00.000,11/21/2014 00:00:00.000,,,,
44085,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
44091,Computer & Software_JDE Class,Attended,01/23/2017 08:00:00.000,01/23/2017 00:00:00.000,,,,
44091,Computer & Software_Microsoft Outlook Class,Attended,01/23/2017 08:00:00.000,01/23/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
44091,Computer & Software_Shop Floor Data Entry Class,Attended,01/23/2017 08:00:00.000,01/23/2017 00:00:00.000,,,,
44091,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:49:26.000,12/01/2018 01:00:00,,,,
44091,Computer_FileHold Class,Attended,01/23/2017 08:00:00.000,01/23/2017 00:00:00.000,,,,
44091,Legal_FMLA for Management (AGG specifics) Class,Attended,01/23/2017 08:00:00.000,01/23/2017 00:00:00.000,,,,
44091,Safety_Token Yochi Class,Attended,10/25/2017 08:00:00.000,10/25/2017 00:00:00.000,,,,
44332,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
44380,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
44381,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
44440,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
44652,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:22:09.000,12/01/2018 12:00:00,,,,
44652,Safety_Token Yochi Class,Attended,05/24/2019 15:05:10.000,09/11/2018 16:05:00,,,,
44652,Train the Trainer_Overhead Crane Instructor Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
44715,Onboarding_Mentor Certification Training-0032,Attended,08/24/2021 18:50:46.000,08/25/2021 11:00:00.000,,,,
45218,Computer Skills_Excel Basic Class,Attended,07/24/2017 08:00:00.000,07/28/2017 00:00:00.000,,,,
45218,Computer Skills_Excel Intermediate Class,Attended,07/08/2017 08:00:00,11/08/2017 00:00:00,,,,
45218,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:23:27.000,11/01/2018 21:00:00,,,,
45223,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:11:16.000,11/01/2018 14:30:00,,,,
45277,Technical_Fanuc Level II (Ranken) Class,Attended,12/13/2018 20:26:51.000,07/06/2018 22:00:00,,,,
45279,Computer_Excel Basic-0001,Attended,11/21/2018 21:18:35.000,11/30/2018 19:35:00.000,,,,
45279,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
45279,Safety_Token Yochi Class,Attended,10/27/2017 08:00:00.000,10/27/2017 00:00:00.000,,,,
45292,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:11:16.000,11/01/2018 14:30:00,,,,
45292,Safety_Token Yochi Class,Attended,09/08/2017 08:00:00,09/08/2017 00:00:00,,,,
45492,Computer & Software_JDE Class,Attended,02/11/2017 08:00:00,02/11/2017 00:00:00,,,,
45492,Computer & Software_Microsoft Outlook Class,Attended,10/27/2017 08:00:00.000,10/27/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
45492,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:11:16.000,11/01/2018 14:30:00,,,,
45492,Computer_FileHold Class,Attended,06/11/2017 08:00:00,06/11/2017 00:00:00,,,,
45492,Legal_FMLA for Management (AGG specifics) Class,Attended,10/11/2017 08:00:00,10/11/2017 00:00:00,,,,
45492,Safety_Token Yochi Class,Attended,10/08/2017 08:00:00,10/08/2017 00:00:00,,,,
45493,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:49:26.000,12/01/2018 01:00:00,,,,
45493,Safety_Token Yochi Class,Attended,06/20/2017 08:00:00.000,06/20/2017 00:00:00.000,,,,
45647,Leadership_Emotional Intelligence Training-0002,Attended,09/16/2019 16:56:03.000,10/24/2019 14:55:00.000,,,,
45677,Computer Skills_Excel Intermediate Class,Attended,10/07/2017 08:00:00,07/14/2017 00:00:00.000,,,,
46048,Computer & Software_JDE Class,Attended,08/30/2018 15:25:40.000,08/14/2018 15:25:00.000,,,,
46048,Computer & Software_Microsoft Outlook Class,Attended,08/30/2018 15:46:05.000,07/08/2018 15:45:00,,,,This is done by admin due to some Technical Issues or Glitches
46048,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:22:09.000,12/01/2018 12:00:00,,,,
46048,Computer_FileHold Class,Attended,08/30/2018 15:32:54.000,08/20/2018 15:30:00.000,,,,
46048,Legal_FMLA for Management (AGG specifics) Class,Attended,08/30/2018 15:22:07.000,08/28/2018 15:20:00.000,,,,
46048,Safety_Token Yochi Class,Attended,08/30/2018 15:36:44.000,07/08/2018 15:35:00,,,,
46125,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:22:09.000,12/01/2018 12:00:00,,,,
46179,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:22:56.000,03/05/2018 22:00:00,,,,This is done by admin due to some Technical Issues or Glitches
46528,Technical_Fanuc Level I (Ranken)-0001,Attended,12/07/2021 20:59:22,07/22/2021 15:55:00.000,,,,
46528,Technical_Fanuc Level I (Ranken)-0004,Attended,08/23/2021 13:52:17.000,02/09/2021 22:00:00,,,,
46624,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
46690,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:11:16.000,11/01/2018 14:30:00,,,,
46690,Safety_Token Yochi Class,Attended,06/29/2017 08:00:00.000,06/29/2017 00:00:00.000,,,,
47032,Computer & Software_JDE Class,Attended,02/05/2017 08:00:00,02/05/2017 00:00:00,,,,
47032,Computer & Software_Microsoft Outlook Class,Attended,04/28/2017 08:00:00.000,04/28/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
47032,Computer & Software_Shop Floor Data Entry Class,Attended,10/05/2017 08:00:00,10/05/2017 00:00:00,,,,
47032,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:40:52.000,11/01/2018 12:00:00,,,,
47032,Computer_FileHold Class,Attended,09/05/2017 08:00:00,09/05/2017 00:00:00,,,,
47032,Core_ Core Operator Training (AGGU) Class,Attended,07/22/2015 08:00:00.000,07/22/2015 00:00:00.000,,,,
47032,Legal_FMLA for Management (AGG specifics) Class,Attended,05/15/2017 08:00:00.000,05/15/2017 00:00:00.000,,,,
47032,Safety_Token Yochi Class,Attended,10/24/2017 08:00:00.000,10/24/2017 00:00:00.000,,,,
47168,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:23:27.000,11/01/2018 21:00:00,,,,
47776,Computer & Software_JDE Class,Attended,08/30/2018 15:25:40.000,08/14/2018 15:25:00.000,,,,
47776,Computer & Software_Microsoft Outlook Class,Attended,08/30/2018 15:46:05.000,07/08/2018 15:45:00,,,,This is done by admin due to some Technical Issues or Glitches
47776,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:57:33.000,12/01/2018 21:00:00,,,,
47776,Computer_FileHold Class,Attended,08/30/2018 15:32:54.000,08/20/2018 15:30:00.000,,,,
47776,Legal_FMLA for Management (AGG specifics) Class,Attended,08/30/2018 15:22:07.000,08/28/2018 15:20:00.000,,,,
47776,Safety_Token Yochi Class,Attended,08/30/2018 15:36:44.000,07/08/2018 15:35:00,,,,
47778,Onboarding_Mentor Certification Training-0031,Attended,08/24/2021 15:24:53.000,08/25/2021 03:00:00.000,,,,
48623,Core_ Core Operator Training (AGGU) Class,Attended,09/30/2015 08:00:00.000,09/30/2015 00:00:00.000,,,,
48721,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:40:52.000,11/01/2018 12:00:00,,,,
48721,Safety_Token Yochi Class,Attended,11/08/2017 08:00:00,11/08/2017 00:00:00,,,,
48729,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
49362,Computer_Excel Basic-0011,Attended,01/14/2019 19:31:02.000,08/02/2019 17:25:00,,,,
49855,Computer Skills_Excel Basic Class,Attended,06/26/2017 08:00:00.000,06/30/2017 00:00:00.000,,,,
49855,Computer Skills_Excel Intermediate Class,Attended,10/07/2017 08:00:00,07/14/2017 00:00:00.000,,,,
49855,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:22:09.000,12/01/2018 12:00:00,,,,
49855,Safety_Token Yochi Class,Attended,11/10/2017 08:00:00,11/10/2017 00:00:00,,,,
50622,Computer & Software_JDE Class,Attended,12/16/2015 08:00:00.000,12/16/2015 00:00:00.000,,,,
50622,Computer Skills_Excel Intermediate Class,Attended,10/04/2017 08:00:00,04/14/2017 00:00:00.000,,,,
50622,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:37:12.000,01/15/2018 14:30:00.000,,,,
50622,Computer_FileHold Class,Attended,12/11/2015 08:00:00,12/11/2015 00:00:00,,,,
50622,Safety_Token Yochi Class,Attended,09/28/2017 08:00:00.000,09/28/2017 00:00:00.000,,,,
50676,Onboarding_Mentor Certification Training-0031,Attended,08/24/2021 15:24:53.000,08/25/2021 03:00:00.000,,,,
50789,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:57:33.000,12/01/2018 21:00:00,,,,
50789,Core_ Core Operator Training (AGGU) Class,Attended,10/26/2015 08:00:00.000,10/26/2015 00:00:00.000,,,,
51116,Computer & Software_JDE Class,Attended,02/11/2017 08:00:00,02/11/2017 00:00:00,,,,
51116,Computer & Software_Microsoft Outlook Class,Attended,10/27/2017 08:00:00.000,10/27/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
51116,Computer Skills_Excel Basic Class,Attended,04/24/2017 08:00:00.000,04/28/2017 00:00:00.000,,,,
51116,Computer Skills_Excel Intermediate Class,Attended,05/15/2017 08:00:00.000,05/19/2017 00:00:00.000,,,,
51116,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:20:56.000,11/01/2018 21:00:00,,,,
51116,Computer_FileHold Class,Attended,06/11/2017 08:00:00,06/11/2017 00:00:00,,,,
51116,Legal_FMLA for Management (AGG specifics) Class,Attended,10/11/2017 08:00:00,10/11/2017 00:00:00,,,,
51116,Safety_Token Yochi Class,Attended,06/22/2017 08:00:00.000,06/22/2017 00:00:00.000,,,,
51280,Technical_Fanuc Level I (Ranken) Class,Attended,06/02/2017 08:00:00,09/02/2017 00:00:00,,,,This is done by admin due to some Technical Issues or Glitches
51280,Technical_Fanuc Level II (Ranken) Class,Attended,03/13/2017 08:00:00.000,03/16/2017 00:00:00.000,,,,
51280,Technical_Fanuc Level III (Ranken) Class,Attended,04/17/2017 08:00:00.000,04/20/2017 00:00:00.000,,,,
51497,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
51908,Train the Trainer_Overhead Crane Instructor Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
52501,Computer & Software_JDE Class,Attended,01/23/2017 08:00:00.000,01/23/2017 00:00:00.000,,,,
52501,Computer & Software_Microsoft Outlook Class,Attended,01/23/2017 08:00:00.000,01/23/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
52501,Computer & Software_Shop Floor Data Entry Class,Attended,01/23/2017 08:00:00.000,01/23/2017 00:00:00.000,,,,
52501,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:48:56.000,11/01/2018 13:00:00,,,,
52501,Computer_Excel Basic-0011,Attended,01/28/2019 20:25:28.000,08/02/2019 17:25:00,,,,
52501,Computer_FileHold Class,Attended,01/23/2017 08:00:00.000,01/23/2017 00:00:00.000,,,,
52501,Legal_FMLA for Management (AGG specifics) Class,Attended,01/23/2017 08:00:00.000,01/23/2017 00:00:00.000,,,,
52501,Safety_Token Yochi Class,Attended,06/22/2017 08:00:00.000,06/22/2017 00:00:00.000,,,,
52729,Core_ Core Operator Training (AGGU) Class,Attended,10/30/2015 08:00:00.000,10/30/2015 00:00:00.000,,,,
52735,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
52900,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
53243,Compliance_LIVE Fire Extinguisher Training_MO-0119,Attended,03/29/2023 15:31:11.000,04/04/2023 13:20:00,,,,
53389,Core_ Core Operator Training (AGGU) Class,Attended,09/01/2017 08:00:00,12/01/2017 00:00:00,,,,
53669,Core_ Core Operator Training (AGGU) Class,Attended,01/16/2017 08:00:00.000,01/19/2017 00:00:00.000,,,,
53669,Safety_Token Yochi Class,Attended,02/23/2017 08:00:00.000,02/23/2017 00:00:00.000,,,,
53724,Computer Skills_Excel Basic Class,Attended,03/27/2017 08:00:00.000,03/04/2017 00:00:00,,,,
53724,Computer Skills_Excel Intermediate Class,Attended,10/04/2017 08:00:00,04/14/2017 00:00:00.000,,,,
53724,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:57:33.000,12/01/2018 21:00:00,,,,
53724,Safety_Token Yochi Class,Attended,10/08/2016 08:00:00,10/08/2016 00:00:00,,,,
53742,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:20:56.000,11/01/2018 21:00:00,,,,
53742,Computer_FileHold Class,Attended,03/05/2017 08:00:00,03/05/2017 00:00:00,,,,
53742,Safety_Token Yochi Class,Attended,11/10/2017 08:00:00,11/10/2017 00:00:00,,,,
53879,Computer & Software_Excel Intermediate-0003,Attended,10/01/2019 19:34:25,02/15/2019 18:55:00.000,,,,
53879,Computer_Excel Basic-0011,Attended,10/01/2019 19:34:25,08/02/2019 17:25:00,,,,
53904,Core_ Core Operator Training (AGGU) Class,Attended,06/19/2017 08:00:00.000,06/22/2017 00:00:00.000,,,,
54088,Technical_Mechanical Level 2 Lab (Ranken) Class,Attended,10/10/2016 08:00:00,10/14/2016 00:00:00.000,,,,
54092,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
54114,Core_ Core Operator Training (AGGU) Class,Attended,10/18/2016 08:00:00.000,10/21/2016 00:00:00.000,,,,
54114,Safety_Token Yochi Class,Attended,02/23/2017 08:00:00.000,02/23/2017 00:00:00.000,,,,
54119,Core_ Core Operator Training (AGGU) Class,Attended,10/18/2016 08:00:00.000,10/21/2016 00:00:00.000,,,,
54119,Safety_Token Yochi Class,Attended,02/23/2017 08:00:00.000,02/23/2017 00:00:00.000,,,,
54304,Computer Skills_Excel Basic Class,Attended,03/27/2017 08:00:00.000,03/04/2017 00:00:00,,,,
54304,Computer Skills_Excel Intermediate Class,Attended,10/04/2017 08:00:00,04/14/2017 00:00:00.000,,,,
54304,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:20:56.000,11/01/2018 21:00:00,,,,
54304,Safety_Token Yochi Class,Attended,11/10/2017 08:00:00,11/10/2017 00:00:00,,,,
54399,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:11:16.000,11/01/2018 14:30:00,,,,
54399,Safety_Token Yochi Class,Attended,12/10/2017 08:00:00,12/10/2017 00:00:00,,,,
54451,Core_ Core Operator Training (AGGU) Class,Attended,03/02/2016 08:00:00,05/02/2016 00:00:00,,,,
54516,Compliance_LIVE Fire Extinguisher Training_MO-0121,Attended,03/31/2023 13:04:27.000,03/28/2023 13:00:00.000,,,,
54516,Technical_Fanuc Level I (Ranken) Class,Attended,10/22/2018 14:21:11.000,08/30/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
54516,Technical_Fanuc Level II (Ranken) Class,Attended,10/22/2018 14:09:35.000,09/27/2018 22:00:00.000,,,,
54774,Core_ Core Operator Training (AGGU) Class,Attended,10/18/2016 08:00:00.000,10/21/2016 00:00:00.000,,,,
54774,Safety_Token Yochi Class,Attended,02/23/2017 08:00:00.000,02/23/2017 00:00:00.000,,,,
54791,Core_ Core Operator Training (AGGU) Class,Attended,03/04/2017 08:00:00,06/04/2017 00:00:00,,,,
54811,Compliance_LIVE Fire Extinguisher Training_MO-0119,Attended,03/29/2023 15:31:11.000,04/04/2023 13:20:00,,,,
54811,Technical_Fanuc Level I (Ranken) Class,Attended,04/27/2018 19:00:10.000,05/04/2018 20:00:00,,,,This is done by admin due to some Technical Issues or Glitches
54811,Technical_Fanuc Level II (Ranken) Class,Attended,12/13/2018 20:16:45.000,12/04/2018 22:00:00,,,,
55104,Computer Skills_Excel Basic Class,Attended,07/24/2017 08:00:00.000,07/28/2017 00:00:00.000,,,,
55104,Computer Skills_Excel Intermediate Class,Attended,07/08/2017 08:00:00,11/08/2017 00:00:00,,,,
55190,Core_ Core Operator Training (AGGU) Class,Attended,10/04/2017 08:00:00,04/13/2017 00:00:00.000,,,,
55192,Core_ Core Operator Training (AGGU) Class,Attended,03/20/2017 08:00:00.000,03/24/2017 00:00:00.000,,,,
55820,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:23:27.000,11/01/2018 21:00:00,,,,
55820,Safety_Token Yochi Class,Attended,11/10/2017 08:00:00,11/10/2017 00:00:00,,,,
55820,Technical_Fanuc Level I (Ranken) Class,Attended,02/13/2017 08:00:00.000,02/16/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
56052,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
56128,Core_ Core Operator Training (AGGU) Class,Attended,02/20/2017 08:00:00.000,03/24/2017 00:00:00.000,,,,
56136,Computer & Software_JDE Class,Attended,01/08/2017 08:00:00,01/08/2017 00:00:00,,,,
56136,Computer & Software_Microsoft Outlook Class,Attended,07/28/2017 08:00:00.000,07/28/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
56136,Computer & Software_Shop Floor Data Entry Class,Attended,01/08/2017 08:00:00,01/08/2017 00:00:00,,,,
56136,Computer_GDP (eTime dept tracking) Class,Attended,07/28/2017 08:00:00.000,07/28/2017 00:00:00.000,,,,
56136,Legal_FMLA for Management (AGG specifics) Class,Attended,11/08/2017 08:00:00,11/08/2017 00:00:00,,,,
56136,Safety_Token Yochi Class,Attended,06/22/2017 08:00:00.000,06/22/2017 00:00:00.000,,,,
56188,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
56481,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:40:52.000,11/01/2018 12:00:00,,,,
56481,Safety_Token Yochi Class,Attended,12/10/2017 08:00:00,12/10/2017 00:00:00,,,,
56564,Core_ Core Operator Training (AGGU) Class,Attended,08/18/2015 08:00:00.000,08/18/2015 00:00:00.000,,,,
56863,Core_ Core Operator Training (AGGU) Class,Attended,03/10/2017 08:00:00,10/13/2017 00:00:00.000,,,,
56953,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
57491,Core_ Core Operator Training (AGGU) Class,Attended,10/18/2016 08:00:00.000,10/21/2016 00:00:00.000,,,,
57491,Safety_Token Yochi Class,Attended,02/23/2017 08:00:00.000,02/23/2017 00:00:00.000,,,,
57757,Core_ Core Operator Training (AGGU) Class,Attended,04/17/2017 08:00:00.000,04/20/2017 00:00:00.000,,,,
57878,Computer & Software_JDE Class,Attended,02/05/2017 08:00:00,02/05/2017 00:00:00,,,,
57878,Computer & Software_Microsoft Outlook Class,Attended,04/28/2017 08:00:00.000,04/28/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
57878,Computer & Software_Shop Floor Data Entry Class,Attended,10/05/2017 08:00:00,10/05/2017 00:00:00,,,,
57878,Computer_GDP (eTime dept tracking) Class,Attended,04/28/2017 08:00:00.000,04/28/2017 00:00:00.000,,,,
57878,Computer_FileHold Class,Attended,09/05/2017 08:00:00,09/05/2017 00:00:00,,,,
57878,Legal_FMLA for Management (AGG specifics) Class,Attended,05/15/2017 08:00:00.000,05/15/2017 00:00:00.000,,,,
57878,Safety_Token Yochi Class,Attended,04/27/2017 08:00:00.000,04/27/2017 00:00:00.000,,,,
58224,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
58232,Computer & Software_Excel Intermediate-0004,Registered,04/22/2019 16:54:09.000,,,,,
61555,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
63001,Technical_Fanuc Level II (Ranken) Class,Attended,03/20/2017 08:00:00.000,03/23/2017 00:00:00.000,,,,
63148,Computer_FileHold Class,Attended,03/05/2017 08:00:00,03/05/2017 00:00:00,,,,
63641,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
64588,Core_ Core Operator Training (AGGU) Class,Attended,10/31/2017 08:00:00.000,03/11/2017 00:00:00,,,,
64730,Core_ Core Operator Training (AGGU) Class,Attended,06/02/2017 08:00:00,09/02/2017 00:00:00,,,,
65005,Core_ Core Operator Training (AGGU) Class,Attended,11/14/2016 08:00:00.000,11/17/2016 00:00:00.000,,,,
66810,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
67365,Core_ Core Operator Training (AGGU) Class,Attended,06/06/2016 08:00:00,07/06/2016 00:00:00,,,,
67368,Computer & Software_JDE Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,
67368,Computer & Software_Microsoft Outlook Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,This is done by admin due to some Technical Issues or Glitches
67368,Computer & Software_Shop Floor Data Entry Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,
67368,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:48:56.000,11/01/2018 13:00:00,,,,
67368,Computer_FileHold Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,
67368,Legal_FMLA for Management (AGG specifics) Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,
67368,Safety_Token Yochi Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,
67598,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
67759,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:23:27.000,11/01/2018 21:00:00,,,,
68184,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:22:09.000,12/01/2018 12:00:00,,,,
71405,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
71542,Core_ Core Operator Training (AGGU) Class,Attended,01/30/2017 08:00:00.000,02/02/2017 00:00:00,,,,
71544,Core_ Core Operator Training (AGGU) Class,Attended,10/10/2017 08:00:00,10/13/2017 00:00:00.000,,,,
72276,Core_ Core Operator Training (AGGU) Class,Attended,06/22/2015 08:00:00.000,06/22/2015 00:00:00.000,,,,
72656,Computer Skills_Excel Basic Class,Attended,06/26/2017 08:00:00.000,06/30/2017 00:00:00.000,,,,
72656,Computer Skills_Excel Intermediate Class,Attended,10/07/2017 08:00:00,07/14/2017 00:00:00.000,,,,
72659,Core_ Core Operator Training (AGGU) Class,Attended,08/18/2015 08:00:00.000,08/18/2015 00:00:00.000,,,,
72707,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
72707,Onboarding_Mentor Certification Training-0032,Attended,08/24/2021 18:50:46.000,08/25/2021 11:00:00.000,,,,
72748,Core_ Core Operator Training (AGGU) Class,Attended,08/07/2015 08:00:00,08/07/2015 00:00:00,,,,
