Event ID,Session ID*,Part Start Date/Time,Part End Date/Time,Part Break Duration,Part Timezone,Display Times in TimeZone of User,Part name,Part Location,Part Instructor*,Session Status,Cancellation Reason,Cancellation Comment,Available Languages,Vendor/Provider,Registration Deadline,Registration Deadline - Before/After,Allow waitlist for sessions,Allow Auto-Management of Waitlist‡, Auto-Register User upon Granting Waitlist‡,Minimum Users,Maximum Users,Credits,Attendance Parts,Emails,Currency Code,Price Per Session,No-show Penalty – Monetary,No-show Penalty – Training Units,Restrict Withdraw from Session,Refund Type,Refund Percentage‡,Refund Amount‡,Refund Number of Days prior to start‡,Withdrawal Penalty Percentage,Withdrawal Penalty Amount,Penalty Number of Days prior to start,Created/Modified By,Do not allow exception request,Copy Availability from its Event,Availability to All Users,Availability to Specific Users,Availability to OU‡,Availability OU Type,Register Upon Approval,Pre-Approved,Includes Subordinates,Training Contact,Training Units,Default Training Unit Price,Required Training Approvals,Required Completion Approvals,Request Form
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0056,2022-06-04 11:00:00,2022-06-04 12:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0057,2022-06-04 12:30:00,2022-06-04 13:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0058,2022-06-04 14:00:00,2022-06-04 15:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0059,2022-06-04 15:30:00,2022-06-04 16:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0060,2022-06-04 17:30:00,2022-06-04 18:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0061,2022-06-04 19:00:00,2022-06-04 20:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0062,2022-05-04 20:00:00,2022-05-04 21:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0063,06/22/2022 11:00:00.000,06/22/2022 12:15:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0064,06/22/2022 12:30:00.000,06/22/2022 13:45:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0065,06/23/2022 11:00:00.000,06/23/2022 12:15:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0066,06/22/2022 14:00:00.000,06/22/2022 15:15:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0067,06/22/2022 15:30:00.000,06/22/2022 16:45:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0068,06/22/2022 17:30:00.000,06/22/2022 18:45:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0069,06/22/2022 19:00:00.000,06/22/2022 20:15:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0070,06/23/2022 12:30:00.000,06/23/2022 13:45:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0071,06/23/2022 14:00:00.000,06/23/2022 15:15:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0072,06/23/2022 15:30:00.000,06/23/2022 16:45:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0073,06/23/2022 17:30:00.000,06/23/2022 18:45:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0074,06/23/2022 19:00:00.000,06/23/2022 20:15:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0075,06/23/2022 20:15:00.000,06/23/2022 21:30:00.000,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0076,2022-06-07 23:00:00,2022-07-07 00:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0077,2022-10-08 11:00:00,2022-10-08 12:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0078,2022-10-08 12:30:00,2022-10-08 13:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0079,2022-10-08 14:00:00,2022-10-08 15:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0080,2022-10-08 15:30:00,2022-10-08 16:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0081,2022-10-08 17:30:00,2022-10-08 18:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0082,2022-10-08 19:00:00,2022-10-08 20:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0083,2022-10-08 20:30:00,2022-10-08 21:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0084,2022-05-10 11:00:00,2022-05-10 12:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0085,2022-05-10 12:30:00,2022-05-10 13:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0086,2022-05-10 14:00:00,2022-05-10 15:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0087,2022-05-10 15:30:00,2022-05-10 16:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0088,2022-05-10 17:30:00,2022-05-10 18:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0089,2022-05-10 19:00:00,2022-05-10 20:15:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0090,2022-05-10 20:30:00,2022-05-10 21:45:00,,9,1,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,3.0,10.0,4500.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
