Event Description,Objectives,Default Language,Competency IDs,Skills,Available Languages,Training Contact,Created/Modified By,Allow Users to Attend Multiple Sessions,Allow Interest Tracking,Keywords,Provide cost of Event,Currency Code,Copy Availability to New Sessions,Availability to All Users,Penalty Number of Days prior to start,Credits,Limit Users To One Waitlist Per Event,Display Session Time In User Time,Ability To Select Session,Training Units,Default Training Unit Price,Thumbnail,Exclude from Course Recommendations,Training Purpose,Points,Badge,Emails,Event ID*,Event Name*,Active,Vendor/Provider*,Secondary Vendor/Provider,Subject IDs*,Allow waitlist for sessions*,Allow Auto-Management of Waitlist‡,Auto-Register User upon Granting Waitlist‡,Training Hours,Availability to Specific Users,Availability to OU‡*,Availability OU Type,Register Upon Approval,Pre-Approved,Include Subordinates,Registration Deadline,Registration Deadline - Before/After,Minimum Users,Maximum Users,Preferred Instructors,No-show Penalty – Monetary,No-show Penalty – Training Units,Restrict Withdraw from Session,Refund Type,Refund Percentage‡,Refund Amount‡,Refund Number of Days prior to start‡,Withdrawal Penalty Percentage,Withdrawal Penalty Amount
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer & Software_Excel Formulas (vendor),Microsoft Excel Formulas,0,ILT Content,,912,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer & Software_Excel Graphing (vendor),Microsoft Excel Graphing,0,ILT Content,,1024,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer & Software_JDE,JDE,1,ILT Content,,1023,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer & Software_Microsoft Outlook,Microsoft Outlook,1,ILT Content,,916,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,"Computer & Software_Project 2010, Level 1 (vendor)",Microsoft Project 2010 Level 1,0,ILT Content,,1119,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,"Computer & Software_Project 2010, Level 2 (vendor)",Microsoft Project 2010 Level 2,0,ILT Content,,1123,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer & Software_Shop Floor Data Entry,Shop Floor Data Entry,1,ILT Content,,1129,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
 Acquire a basic understanding of operations in Microsoft Excel.,,1,,,,,,TRUE,1,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer Skills_Excel Basic,Excel Basic 10-Hour Certification,1,ILT Content,,914,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
" Acquire an intermediate understanding of operations using Microsoft Excel in order to manipulate data in order to gain information. (Sort, custom filter, creating graphs, pivot tables, IF functions, and much more!)",,1,,,,,,TRUE,1,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer Skills_Excel Intermediate,Excel Intermediate 10-Hour Certification,1,ILT Content,,1128,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_ Filehold Leadership Core (AGGU),FileHold - Level II,0,ILT Content,,906,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_ADP (eTime dept tracking),ADP (eTime dept tracking),1,ILT Content,,1125,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_Document Control / Filehold (SCP),Document Control / Filehold (SCP),1,ILT Content,,892,TRUE,Time based,TRUE,3600.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_eTime / Payroll (SCP),eTime / Payroll (SCP),1,ILT Content,,1124,TRUE,Time based,TRUE,3600.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_FileHold,FileHold,1,ILT Content,,886,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_JDE (SCP),JDE (SCP),1,ILT Content,,1133,TRUE,Time based,TRUE,3600.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_Microsoft Excel - Basic (SCP),Microsoft Excel - Basic (SCP),1,ILT Content,,1019,TRUE,Time based,TRUE,5400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_Microsoft Excel - Intermediate (SCP),Microsoft Excel - Intermediate (SCP),1,ILT Content,,1029,TRUE,Time based,TRUE,5400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_Microsoft Outlook (SCP),Microsoft Outlook (SCP),1,ILT Content,,1122,TRUE,Time based,TRUE,3600.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_Microsoft PowerPoint (SCP),Microsoft PowerPoint (SCP),1,ILT Content,,1127,TRUE,Time based,TRUE,2700.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer_Microsoft Teams (SCP),Microsoft Teams (SCP),1,ILT Content,,907,TRUE,Time based,TRUE,3600.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Construction Technology (vendor),1000 Hours Training Construction Technology,0,ILT Content,,905,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
 This training complies with AGG standards.,,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Core_ Core Operator Training (AGGU),Core Operator Training,1,ILT Content,,1028,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Core_Ashram (AGGU),Ashram Training,0,ILT Content,,893,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Dimensional Repeatability (vendor),Dimensional Repeatability,0,ILT Content,,1017,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,EE1600 (College Transcript),Practical Electronics II,0,ILT Content,,898,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,EEE 1500 (College Transcript),Basic Electronics,0,ILT Content,,1016,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,EEE 1550 (College Transcript),Electrical Systems,0,ILT Content,,1022,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,EEE 1580 (College Transcript),Practical Electronics I,0,ILT Content,,1136,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,EEE 2000 (College Transcript),Solid State Electronics,0,ILT Content,,913,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,EEE1710 (College Transcripts),National Electrical Code,0,ILT Content,,887,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Electrical Lab Level 1,Electrical Lab - Level 1,1,ILT Content,,899,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,EMT (vendor),Emergency Medical Technician,0,ILT Content,,901,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Essentials & Coaching (MAC),"Essentials of Leadership, Coaching for Success, Coaching for Improvement, Managing Performance Problems, and Resolving Conflict",0,ILT Content,,897,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Fanuc (vendor),SpotTool Operation and Programming with Servo Gun,0,ILT Content,,1138,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,FANUC Robots Level 1,FANUC Robots - Level 1,1,ILT Content,,1137,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,GNST-100-B70DL (College Transcript),Foundations Student,0,ILT Content,,1132,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
Acquire a basic understanding of operations in Microsoft Excel (GUEST).,,1,,,,,,TRUE,1,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,guest_computer skills_basic,Excel Basic 10 Hour Certification (GUEST),1,ILT Content,,1131,TRUE,Time based,TRUE,7200.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Haz Waste Personnel (vendor),Hazardous Waste Personnel and Emergency Response Training,0,ILT Content,,915,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,HAZMAT 40 (vendor),HAZMAT 40 (1st Environmental Information Systems),0,ILT Content,,902,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Health & Well-Being_Health Perspectives (AGGU),Health Perspectives & Your Fitness,0,ILT Content,,1027,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"In this course, we will be looking at how the hoshin targets are cascaded down throughout the organization, starting from the Americas group hoshin down to individual team members. You will also become familiar with the top down approach to goal setting and how each level of the company contributes to goals.  This is a AGGNA requirement and it is an annual recertification for all salary employees.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Hoshin_Hoshin Training & SMART Goals_ILT,Hoshin Training & SMART Goals,1,ILT Content,,910,TRUE,Time based,TRUE,1800.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,How the Steel Market Works Training (vendor),How the Steel Market Works Training,0,ILT Content,,1031,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,ILTcourse_Sub,ILTcourse_Sub,1,ILT Content,,1120,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Influential Leadership Workshop (MAC),Influential Leadership Workshop,0,ILT Content,,890,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Injection_Injection Molding - Manf Technology (AGG: Tyler Watson),Injection Molding - Manufacturing Technology,0,ILT Content,,908,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,J2P0310 (vendor),Handling Tool Operation and Programming,0,ILT Content,,889,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership Core: Excel (AGGU),Excel - Leadership Core,0,ILT Content,,1181,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership Core: Outlook 2010 (AGGU),Change Your Outlook on Outlook 2010 (session 2),0,ILT Content,,903,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership Core: Praise (AGGU),Why Praise Can BackfireAnd How to Do it Right - Leadership Core,0,ILT Content,,911,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership: AGG Policies (AGGU),Understanding AGG Policies: What Would You Do? - Leadership Core,0,ILT Content,,1030,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_ 5S+1Y I (AGGU),5S+1Y I,0,ILT Content,,904,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_4 Imperatives (MAC),The Four Imperatives of Great Leaders Workshop,0,ILT Content,,1135,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_Delegating (MAC),Delegating with Purpose,0,ILT Content,,1126,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_DISC-LC (AGGU),DISC,0,ILT Content,,1020,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_Driving Change (MAC),Driving Change,0,ILT Content,,1121,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_Effective Communication -LC (AGGU),Effective Communication,0,ILT Content,,1025,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Emotional Intelligence (EQ) is how you handle yourself and others on the job. Your EQ consists of four core skills: Self-Awareness, Self-Management, Social Awareness, and Relationship Management. This 8-hour training will take you far beyond knowing what EQ is... you'll discover 66 strategies you can use right away!",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_Emotional Intelligence Training,Emotional Intelligence Training,1,ILT Content,,1134,TRUE,Time based,TRUE,28800.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_Kanban I (AGGU),Kanban I,0,ILT Content,,1026,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
" Hands-on LMS training, where Supervisors and Managers will learn how to use the LMS and automated reports to proactively manage training in their departments.",,1,,,,AGG.University@dummydata.com,,TRUE,1,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_LMS Training for Managers,LMS Training for Managers,0,ILT Content,,909,TRUE,Time based,TRUE,3600.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
 This 3-day management training focuses on AGG essentials and work processes in problem-solving and leadership.,,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_Middle Management Training (MMT),Middle Management Training (MMT),0,ILT Content,,891,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_MMT Global Train the Trainer (Middle Management Training),MMT Global Train the Trainer (Middle Management Training),0,ILT Content,,900,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_ProManager (vendor),ProManager Leadership Development,0,ILT Content,,1024,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,1,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_SCP,Supervisor Certification Program (register for a session),0,ILT Content,,888,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
Present the status of departmental improvements that were started during supervisor certification program.,,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_SCP final presentation (ILT Course),Supervisor Certification Program Final Presentation,0,ILT Content,,1130,TRUE,Time based,TRUE,900.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_SCP Leadership & Goals,Supervisor Cert - Leadership & Goals,1,ILT Content,,1018,TRUE,Time based,TRUE,144000.0,,,,FALSE,FALSE,FALSE,0,Before,,,angelaadmin,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_SCP Leadership & Goals,Supervisor Cert - Leadership & Goals,1,ILT Content,,1018,TRUE,Time based,TRUE,144000.0,,,,FALSE,FALSE,FALSE,0,Before,,,jenadmin,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_SCP Leadership & Goals,Supervisor Cert - Leadership & Goals,1,ILT Content,,1018,TRUE,Time based,TRUE,144000.0,,,,FALSE,FALSE,FALSE,0,Before,,,KY004130,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_SCP Leadership & Goals,Supervisor Cert - Leadership & Goals,1,ILT Content,,1018,TRUE,Time based,TRUE,144000.0,,,,FALSE,FALSE,FALSE,0,Before,,,MT000080951,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_SCP Leadership & Goals,Supervisor Cert - Leadership & Goals,1,ILT Content,,1018,TRUE,Time based,TRUE,144000.0,,,,FALSE,FALSE,FALSE,0,Before,,,TX002096,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_SCP Leadership & Goals,Supervisor Cert - Leadership & Goals,1,ILT Content,,1018,TRUE,Time based,TRUE,144000.0,,,,FALSE,FALSE,FALSE,0,Before,,,tyleradmin,0,0,FALSE,,0,0,0,0,0
,,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_SCP Leadership & Goals_ARCHIVE,Supervisor Certification Program Weekly (Leadership & Goals),0,ILT Content,,1021,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Leadership_SCP Leadership & Goals_ARCHIVE,Supervisor Certification Program Weekly (Leadership & Goals),1,ILT Content,,1021,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
