Session ID*,Transcript Status,Score,Pass/Fail,Request Date/Time,Registration Date/Time,User ID*,Completion Date/Time,Due Date/Time‡,Archived,User Exempt Reason,Approver Exempt Reason,User's Exemption Comments,Approver's Exemption Comments,Exempt By,Comments
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,3600,2015-08-27 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-10-08 08:00:00,2017-10-08 08:00:00,3600,2017-10-08 00:00:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0002,Completed,0,Pass,2019-07-10 20:06:02,2019-07-10 20:06:02,3601,2019-10-24 14:55:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,3625,2018-11-01 14:30:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-03-05 08:00:00,2017-03-05 08:00:00,3625,2017-03-05 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-10-08 08:00:00,2015-10-08 08:00:00,3625,2015-10-08 00:00:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0001,Completed,0,Pass,2019-09-16 16:58:18,2019-09-16 16:58:18,3689,2019-10-24 14:55:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,3709,2018-11-01 14:30:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-03-27 08:00:00,2017-03-27 08:00:00,3716,2017-03-30 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-04 08:00:00,2017-10-04 08:00:00,3716,2017-04-14 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:20:56,2018-12-13 15:20:56,3738,2018-11-01 21:00:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0002,Completed,0,Pass,2019-07-10 17:05:54,2019-07-10 17:05:54,3738,2019-10-24 14:55:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2015-10-22 08:00:00,2015-10-22 08:00:00,3788,2015-10-22 00:00:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-03-27 08:00:00,2017-03-27 08:00:00,3788,2017-03-04 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-04 08:00:00,2017-10-04 08:00:00,3788,2017-04-14 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:20:56,2018-12-13 15:20:56,3788,2018-11-01 21:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2015-12-11 08:00:00,2015-12-11 08:00:00,3788,2015-12-11 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-10-08 08:00:00,2017-10-08 08:00:00,3788,2017-10-08 00:00:00,,0,0,0,,,,
Compliance_LIVE Fire Extinguisher Training_MO-0117,Completed,0,Pass,2023-03-29 15:33:05,2023-03-29 15:33:05,3790,2023-04-04 13:20:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-09-23 08:00:00,2015-09-23 08:00:00,3881,2015-09-23 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-07 08:00:00,2017-10-07 08:00:00,3888,2017-07-14 00:00:00,,0,0,0,,,,
Computer_Excel Basic-0011,Completed,0,Pass,2019-01-18 21:10:51,2019-01-18 21:10:51,3906,2019-08-02 17:25:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2015-03-12 08:00:00,2015-03-12 08:00:00,3920,2015-03-12 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:20:56,2018-12-13 15:20:56,3920,2018-11-01 21:00:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0001,Completed,0,Pass,2019-09-16 13:24:10,2019-09-16 13:24:10,3971,2019-10-24 14:55:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2018-12-13 20:18:51,2018-12-13 20:18:51,3972,2018-04-26 22:00:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2018-12-13 20:26:51,2018-12-13 20:26:51,3972,2018-07-06 22:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-09-16 08:00:00,2015-09-16 08:00:00,3988,2015-09-16 00:00:00,,0,0,0,,,,
Train the Trainer_Overhead Crane Instructor Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,4014,2015-08-27 00:00:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-03-27 08:00:00,2017-03-27 08:00:00,4059,2017-03-04 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-04 08:00:00,2017-10-04 08:00:00,4059,2017-04-14 00:00:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-06-26 08:00:00,2017-06-26 08:00:00,4063,2017-06-30 00:00:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2018-04-27 19:00:10,2018-04-27 19:00:10,4063,2018-05-04 20:00:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2018-12-13 20:16:45,2018-12-13 20:16:45,4063,2018-12-04 22:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:23:27,2018-12-13 15:23:27,4125,2018-11-01 21:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-06-22 08:00:00,2017-06-22 08:00:00,4125,2017-06-22 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,4160,2015-08-27 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 16:37:12,2018-12-13 16:37:12,4185,2018-01-15 14:30:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0001,Completed,0,Pass,2019-09-23 16:34:35,2019-09-23 16:34:35,4185,2019-10-24 14:55:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:57:33,2018-12-13 15:57:33,4205,2018-12-01 21:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:20:56,2018-12-13 15:20:56,4280,2018-11-01 21:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-10-08 08:00:00,2017-10-08 08:00:00,4280,2017-10-08 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2019-02-18 16:47:55,2019-02-18 16:47:55,4296,2019-02-15 16:45:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:23:27,2018-12-13 15:23:27,4296,2018-11-01 21:00:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2017-06-02 08:00:00,2017-06-02 08:00:00,4296,2017-09-02 00:00:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2017-03-13 08:00:00,2017-03-13 08:00:00,4296,2017-03-16 00:00:00,,0,0,0,,,,
Technical_Fanuc Level III (Ranken) Class,Completed,0,Pass,2017-04-17 08:00:00,2017-04-17 08:00:00,4296,2017-04-20 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,4386,2017-06-03 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,4386,2017-06-03 00:00:00,,0,0,0,,,,
Computer & Software_Shop Floor Data Entry Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,4386,2017-06-03 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 14:48:56,2018-12-13 14:48:56,4386,2018-11-01 13:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,4386,2017-06-03 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-05-08 08:00:00,2015-05-08 08:00:00,4386,2015-05-08 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,4386,2017-06-03 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,4386,2017-06-03 00:00:00,,0,0,0,,,,
Train the Trainer_Overhead Crane Instructor Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,4386,2015-08-27 00:00:00,,0,0,0,,,,
Auditor Training (vendor) Class,Completed,0,Pass,2017-03-27 08:00:00,2017-03-27 08:00:00,4420,2017-03-29 00:00:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2018-10-22 14:21:11,2018-10-22 14:21:11,10008,2018-08-30 22:00:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2018-10-22 14:09:35,2018-10-22 14:09:35,10008,2018-09-27 22:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 14:40:52,2018-12-13 14:40:52,10036,2018-11-01 12:00:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0001,Completed,0,Pass,2019-09-13 10:52:16,2019-09-13 10:52:16,10036,2019-10-24 14:55:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,10103,2015-08-27 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 16:22:09,2018-12-13 16:22:09,10131,2018-12-01 12:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-09-18 08:00:00,2017-09-18 08:00:00,10131,2017-09-18 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:51:19,2018-12-13 15:51:19,10341,2018-01-13 01:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-11-10 08:00:00,2017-11-10 08:00:00,10341,2017-11-10 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,10505,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,10509,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-10-16 08:00:00,2015-10-16 08:00:00,10650,2015-10-16 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-09-19 08:00:00,2017-09-19 08:00:00,10883,2017-09-19 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-09-15 08:00:00,2017-09-15 08:00:00,10883,2017-09-15 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,10883,2018-11-01 14:30:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-09-25 08:00:00,2017-09-25 08:00:00,10883,2017-09-25 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-09-13 08:00:00,2017-09-13 08:00:00,10883,2017-09-13 00:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-03-31 08:00:00,2017-03-31 08:00:00,11295,2017-03-31 00:00:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0001,Completed,0,Pass,2019-10-10 16:45:21,2019-10-10 16:45:21,11295,2019-10-24 14:55:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,11653,2015-08-27 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,11696,2018-11-01 14:30:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0002,Completed,0,Pass,2019-12-09 22:00:42,2019-12-09 22:00:42,11696,2019-10-24 14:55:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:57:33,2018-12-13 15:57:33,12056,2018-12-01 21:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-09-22 08:00:00,2015-09-22 08:00:00,12443,2015-09-22 00:00:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2018-12-13 20:04:25,2018-12-13 20:04:25,12443,2018-03-15 22:00:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2018-12-13 20:10:57,2018-12-13 20:10:57,12443,2018-03-22 22:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,12683,2018-11-01 14:30:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0001,Completed,0,Pass,2019-09-13 12:37:18,2019-09-13 12:37:18,12683,2019-10-24 14:55:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,15004,2015-08-27 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-02-23 08:00:00,2017-02-23 08:00:00,18821,2017-02-23 00:00:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2018-10-22 13:50:19,2018-10-22 13:50:19,18821,2018-10-18 14:50:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2018-11-19 15:00:53,2018-11-19 15:00:53,18821,2018-11-16 15:10:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken)-0002,Registered,0,Pass,2021-07-26 19:48:27,2021-07-26 19:48:27,41308,,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:57:33,2018-12-13 15:57:33,42122,2018-12-01 21:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2019-07-06 20:40:37,2019-07-06 20:40:37,42122,2019-07-06 20:40:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2018-12-13 20:24:38,2018-12-13 20:24:38,42122,2018-10-05 22:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2016-11-29 08:00:00,2016-11-29 08:00:00,42726,2016-11-29 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-07 08:00:00,2017-10-07 08:00:00,43211,2017-07-14 00:00:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2018-12-13 20:10:57,2018-12-13 20:10:57,43211,2018-03-22 22:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2014-11-17 08:00:00,2014-11-17 08:00:00,43883,2014-11-21 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,44085,2015-08-27 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-01-23 08:00:00,2017-01-23 08:00:00,44091,2017-01-23 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-01-23 08:00:00,2017-01-23 08:00:00,44091,2017-01-23 00:00:00,,0,0,0,,,,
Computer & Software_Shop Floor Data Entry Class,Completed,0,Pass,2017-01-23 08:00:00,2017-01-23 08:00:00,44091,2017-01-23 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:49:26,2018-12-13 15:49:26,44091,2018-12-01 01:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-01-23 08:00:00,2017-01-23 08:00:00,44091,2017-01-23 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-01-23 08:00:00,2017-01-23 08:00:00,44091,2017-01-23 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-10-25 08:00:00,2017-10-25 08:00:00,44091,2017-10-25 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,44332,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,44380,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,44381,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,44440,2015-08-27 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 16:22:09,2018-12-13 16:22:09,44652,2018-12-01 12:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2019-05-24 15:05:10,2019-05-24 15:05:10,44652,2018-09-11 16:05:00,,0,0,0,,,,
Train the Trainer_Overhead Crane Instructor Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,44652,2015-08-27 00:00:00,,0,0,0,,,,
Onboarding_Mentor Certification Training-0032,Completed,0,Pass,2021-08-24 18:50:46,2021-08-24 18:50:46,44715,2021-08-25 11:00:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-07-24 08:00:00,2017-07-24 08:00:00,45218,2017-07-28 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-07-08 08:00:00,2017-07-08 08:00:00,45218,2017-11-08 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:23:27,2018-12-13 15:23:27,45218,2018-11-01 21:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,45223,2018-11-01 14:30:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2018-12-13 20:26:51,2018-12-13 20:26:51,45277,2018-07-06 22:00:00,,0,0,0,,,,
Computer_Excel Basic-0001,Completed,0,Pass,2018-11-21 21:18:35,2018-11-21 21:18:35,45279,2018-11-30 19:35:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,45279,2015-08-27 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-10-27 08:00:00,2017-10-27 08:00:00,45279,2017-10-27 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,45292,2018-11-01 14:30:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-09-08 08:00:00,2017-09-08 08:00:00,45292,2017-09-08 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-02-11 08:00:00,2017-02-11 08:00:00,45492,2017-02-11 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-10-27 08:00:00,2017-10-27 08:00:00,45492,2017-10-27 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,45492,2018-11-01 14:30:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-06-11 08:00:00,2017-06-11 08:00:00,45492,2017-06-11 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-10-11 08:00:00,2017-10-11 08:00:00,45492,2017-10-11 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-10-08 08:00:00,2017-10-08 08:00:00,45492,2017-10-08 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:49:26,2018-12-13 15:49:26,45493,2018-12-01 01:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-06-20 08:00:00,2017-06-20 08:00:00,45493,2017-06-20 00:00:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0002,Completed,0,Pass,2019-09-16 16:56:03,2019-09-16 16:56:03,45647,2019-10-24 14:55:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-07 08:00:00,2017-10-07 08:00:00,45677,2017-07-14 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2018-08-30 15:25:40,2018-08-30 15:25:40,46048,2018-08-14 15:25:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2018-08-30 15:46:05,2018-08-30 15:46:05,46048,2018-07-08 15:45:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 16:22:09,2018-12-13 16:22:09,46048,2018-12-01 12:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2018-08-30 15:32:54,2018-08-30 15:32:54,46048,2018-08-20 15:30:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2018-08-30 15:22:07,2018-08-30 15:22:07,46048,2018-08-28 15:20:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2018-08-30 15:36:44,2018-08-30 15:36:44,46048,2018-07-08 15:35:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 16:22:09,2018-12-13 16:22:09,46125,2018-12-01 12:00:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2018-12-13 20:22:56,2018-12-13 20:22:56,46179,2018-03-05 22:00:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken)-0001,Completed,0,Pass,2021-12-07 20:59:22,2021-12-07 20:59:22,46528,2021-07-22 15:55:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken)-0004,Completed,0,Pass,2021-08-23 13:52:17,2021-08-23 13:52:17,46528,2021-02-09 22:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,46624,2015-08-27 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,46690,2018-11-01 14:30:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-06-29 08:00:00,2017-06-29 08:00:00,46690,2017-06-29 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-02-05 08:00:00,2017-02-05 08:00:00,47032,2017-02-05 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-04-28 08:00:00,2017-04-28 08:00:00,47032,2017-04-28 00:00:00,,0,0,0,,,,
Computer & Software_Shop Floor Data Entry Class,Completed,0,Pass,2017-10-05 08:00:00,2017-10-05 08:00:00,47032,2017-10-05 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 14:40:52,2018-12-13 14:40:52,47032,2018-11-01 12:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-09-05 08:00:00,2017-09-05 08:00:00,47032,2017-09-05 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-07-22 08:00:00,2015-07-22 08:00:00,47032,2015-07-22 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-05-15 08:00:00,2017-05-15 08:00:00,47032,2017-05-15 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-10-24 08:00:00,2017-10-24 08:00:00,47032,2017-10-24 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:23:27,2018-12-13 15:23:27,47168,2018-11-01 21:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2018-08-30 15:25:40,2018-08-30 15:25:40,47776,2018-08-14 15:25:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2018-08-30 15:46:05,2018-08-30 15:46:05,47776,2018-07-08 15:45:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:57:33,2018-12-13 15:57:33,47776,2018-12-01 21:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2018-08-30 15:32:54,2018-08-30 15:32:54,47776,2018-08-20 15:30:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2018-08-30 15:22:07,2018-08-30 15:22:07,47776,2018-08-28 15:20:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2018-08-30 15:36:44,2018-08-30 15:36:44,47776,2018-07-08 15:35:00,,0,0,0,,,,
Onboarding_Mentor Certification Training-0031,Completed,0,Pass,2021-08-24 15:24:53,2021-08-24 15:24:53,47778,2021-08-25 03:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-09-30 08:00:00,2015-09-30 08:00:00,48623,2015-09-30 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 14:40:52,2018-12-13 14:40:52,48721,2018-11-01 12:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-11-08 08:00:00,2017-11-08 08:00:00,48721,2017-11-08 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,48729,2015-08-27 00:00:00,,0,0,0,,,,
Computer_Excel Basic-0011,Completed,0,Pass,2019-01-14 19:31:02,2019-01-14 19:31:02,49362,2019-08-02 17:25:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-06-26 08:00:00,2017-06-26 08:00:00,49855,2017-06-30 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-07 08:00:00,2017-10-07 08:00:00,49855,2017-07-14 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 16:22:09,2018-12-13 16:22:09,49855,2018-12-01 12:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-11-10 08:00:00,2017-11-10 08:00:00,49855,2017-11-10 00:00:00,,0,0,0,,,,
